0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.0,0.18,0.06781524926686218,0.0,0.31481481481481477,0.5775052692086607,0.6416065911431514,0.26920313906646415,0.0,0.20801526717557245,0.2872340425531916,0.0,0.08967991169977926,0.4377777777777778
0.15321102162256356,0.0,0.2423020527859238,0.0,0.17283950617283939,0.5479977007089482,0.7826982492276005,0.3489619801944185,0.043478260869565216,0.10496183206106868,0.5531914893617023,0.0,0.2044701986754967,0.3951111111111112
0.15313432881418648,0.0,0.2423020527859238,0.0,0.17283950617283939,0.6943858976815481,0.5993820803295572,0.3489619801944185,0.043478260869565216,0.10496183206106868,0.5531914893617023,0.3676428319577787,0.06346578366445917,0.628
0.17100540247713925,0.0,0.06304985337243403,0.0,0.15020576131687247,0.6585552787890402,0.44181256436663235,0.44854458983895457,0.08695652173913043,0.06679389312977096,0.6489361702127658,0.2935641344344875,0.03338852097130243,0.6048888888888888
0.2503151483248647,0.0,0.06304985337243403,0.0,0.15020576131687247,0.6871048093504503,0.5283213182286303,0.44854458983895457,0.08695652173913043,0.06679389312977096,0.6489361702127658,0.0,0.09933774834437087,0.6546666666666667
0.16252091839252025,0.0,0.06304985337243403,0.0,0.15020576131687247,0.5497221689978923,0.5746652935118435,0.44854458983895457,0.08695652173913043,0.06679389312977096,0.6489361702127658,0.3187980586169606,0.09602649006622516,0.5213333333333333
0.2760464663897507,0.125,0.27162756598240473,0.0,0.28600823045267487,0.4696301973558151,0.6560247167868176,0.4029226418354264,0.17391304347826086,0.2366412213740458,0.2765957446808509,0.22768965585482961,0.29525386313465785,0.41822222222222216
0.3276563612919571,0.125,0.27162756598240473,0.0,0.28600823045267487,0.5002874113814907,0.9598352214212151,0.43838718184215547,0.17391304347826086,0.2366412213740458,0.2765957446808509,0.0,0.4806843267108167,0.49288888888888904
0.3673709106447878,0.125,0.27162756598240473,0.0,0.28600823045267487,0.3966277064571758,1.0,0.4503541907264775,0.17391304347826086,0.2366412213740458,0.2765957446808509,0.4912657809303315,0.7781456953642383,0.3044444444444445
0.34465817761090284,0.125,0.27162756598240473,0.0,0.28600823045267487,0.46809733665453146,0.8547888774459321,0.49673089688912336,0.17391304347826086,0.2366412213740458,0.2765957446808509,0.49020122267930066,0.4241169977924945,0.34711111111111115
0.3739259578819341,0.125,0.27162756598240473,0.0,0.28600823045267487,0.5395669668518873,0.94129763130793,0.4744155171002738,0.17391304347826086,0.2366412213740458,0.2765957446808509,0.37722196225855,0.5165562913907285,0.2777777777777778
0.3059401037773242,0.125,0.27162756598240473,0.0,0.28600823045267487,0.469055374592834,0.82389289392379,0.4635033509443571,0.17391304347826086,0.2366412213740458,0.2765957446808509,0.0,0.31843267108167767,0.34711111111111115
0.2823616051236106,0.125,0.27162756598240473,0.0,0.28600823045267487,0.4460624640735774,0.3717816683831102,0.3929561967463558,0.17391304347826086,0.2366412213740458,0.2765957446808509,0.42741425354819784,0.38576158940397354,0.39688888888888896
0.48172366974951103,0.0,0.28152492668621704,0.0,0.31481481481481477,0.4575589193332056,0.6065911431513903,0.325355327410452,0.13043478260869565,0.22900763358778625,0.8936170212765959,0.0,0.1801876379690949,0.37377777777777776
0.4830779664994426,0.0,0.28152492668621704,0.0,0.31481481481481477,0.48572523471929496,0.8403707518022657,0.30302176067800923,0.13043478260869565,0.22900763358778625,0.8936170212765959,0.5593538261412938,0.23537527593818985,0.33466666666666667
